name,sy_snum,sy_pnum,disc_method,disc_year,soltype,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_orbeccen,st_rad,st_mass,sy_dist
Kepler-358 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),83.4887405,,,,,0.94,0.96,1101.1
Kepler-358 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),83.4886218,0.3779,3.39,,0,0.94,1.03,1101.1
Kepler-358 c,1,2,Transit,2014,Published Confirmed,83.4886218,,3.28,,,0.91,0.94,1101.1
Kepler-358 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),83.4887405,0.3779,2.95,,0,0.94,1.03,1101.1
Kepler-358 c,1,2,Transit,2014,Published Confirmed,83.48912492,,,,,0.94,0.96,1101.1
Kepler-358 c,1,2,Transit,2014,Published Confirmed,83.48923341,,,,,0.94,0.96,1101.1
Kepler-358 c,1,2,Transit,2014,Kepler Project Candidate (q1_q8_koi),83.4875,0.374,2.7,,0,0.89,1,1101.1
Kepler-358 c,1,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),83.4886218,0.3779,3.39,,0,0.94,1.03,1101.1
Kepler-358 c,1,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),83.4886218,0.3779,3.39,,0,0.94,1.03,1101.1
Kepler-358 c,1,2,Transit,2014,Published Confirmed,83.488369,0.381,2.85,,,0.95,,1101.1
Kepler-358 c,1,2,Transit,2014,Published Confirmed,,,2.911,,,0.93,,1101.1
Kepler-359 b,1,3,Transit,2014,Published Confirmed,25.5638576,,4.37,,,1.19,1.14,1443.21
Kepler-359 b,1,3,Transit,2014,Kepler Project Candidate (q1_q16_koi),25.5638576,0.1753,3.83,,0,1.03,1.09,1443.21
Kepler-359 b,1,3,Transit,2014,Published Confirmed,25.56377836,,,,,0.92,1.01,1443.21
Kepler-359 b,1,3,Transit,2014,Published Confirmed,25.56378757,,,,,0.92,1.01,1443.21
Kepler-359 b,1,3,Transit,2014,Published Confirmed,25.563222,0.178,3.53,,,1.09,,1443.21
Kepler-359 b,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),25.5638626,,,,,0.92,1.01,1443.21
Kepler-359 b,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),25.5638626,0.1758,4,,0,1.05,1.11,1443.21
Kepler-359 b,1,3,Transit,2014,Kepler Project Candidate (q1_q8_koi),25.56294,0.173,2.8,,0,0.81,1.06,1443.21
Kepler-359 b,1,3,Transit,2014,Kepler Project Candidate (q1_q12_koi),25.5638576,0.1753,3.83,,0,1.03,1.09,1443.21
Kepler-359 b,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),25.5638576,0.1753,3.83,,0,1.03,1.09,1443.21
Kepler-359 c,1,3,Transit,2014,Kepler Project Candidate (q1_q16_koi),57.6899118,0.3015,5.15,,0,1.03,1.09,1443.21
Kepler-359 c,1,3,Transit,2014,Published Confirmed,57.693,,4.8,2.9,,,1.1,1443.21
Kepler-359 c,1,3,Transit,2014,Published Confirmed,57.68983612,,,,,0.92,1.01,1443.21
Kepler-359 c,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),57.6896212,,,,,0.92,1.01,1443.21
Kepler-359 c,1,3,Transit,2014,Published Confirmed,57.68956952,,,,,0.92,1.01,1443.21
Kepler-359 c,1,3,Transit,2014,Published Confirmed,57.6899118,,5.94,,,1.19,1.14,1443.21
Kepler-359 c,1,3,Transit,2014,Kepler Project Candidate (q1_q8_koi),57.68696,0.298,3.6,,0,0.81,1.06,1443.21
Kepler-359 c,1,3,Transit,2014,Published Confirmed,57.68802,0.307,4.3,,,1.09,,1443.21
Kepler-359 c,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),57.6896212,0.3025,5.14,,0,1.05,1.11,1443.21
Kepler-359 c,1,3,Transit,2014,Kepler Project Candidate (q1_q12_koi),57.6899118,0.3015,5.15,,0,1.03,1.09,1443.21
Kepler-359 c,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),57.6899118,0.3015,5.15,,0,1.03,1.09,1443.21
Kepler-359 d,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),77.086191,0.367,29.77,,0,1.05,1.11,1443.21
Kepler-359 d,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),77.085964,0.3658,30.34,,0,1.03,1.09,1443.21
Kepler-359 d,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),77.086191,,,,,0.92,1.01,1443.21
Kepler-359 d,1,3,Transit,2014,Kepler Project Candidate (q1_q16_koi),77.085964,0.3658,30.34,,0,1.03,1.09,1443.21
Kepler-359 d,1,3,Transit,2014,Published Confirmed,77.095691,0.372,4.01,,,1.09,,1443.21
Kepler-359 d,1,3,Transit,2014,Published Confirmed,77.08747473,,,,,0.92,1.01,1443.21
Kepler-359 d,1,3,Transit,2014,Kepler Project Candidate (q1_q12_koi),77.085964,0.3658,30.34,,0,1.03,1.09,1443.21
Kepler-359 d,1,3,Transit,2014,Published Confirmed,77.085964,,34.82,,,1.19,1.14,1443.21
Kepler-359 d,1,3,Transit,2014,Published Confirmed,77.083,,4.6,2.7,,,1.1,1443.21
Kepler-36 b,1,2,Transit,2012,Published Confirmed,13.83989,0.1153,1.486,4.45,0.039,1.63,1.07,527.956
Kepler-36 b,1,2,Transit,2012,Kepler Project Candidate (q1_q12_koi),13.84984283,0.1155,1.48,,0,1.63,1.07,527.956
Kepler-36 b,1,2,Transit,2012,Published Confirmed,13.84911836,,,,,1.66,1.11,527.956
Kepler-36 b,1,2,Transit,2012,Kepler Project Candidate (q1_q8_koi),13.84943,0.116,1.21,,0,1.61,1.09,527.956
Kepler-36 b,1,2,Transit,2012,Kepler Project Candidate (q1_q17_dr25_koi),13.84984567,0.1133,1.45,,0,1.58,1.01,527.956
Kepler-36 b,1,2,Transit,2012,Published Confirmed,13.86825,,1.498,3.83,0,1.63,1.03,527.956
Kepler-36 b,1,2,Transit,2012,Kepler Project Candidate (q1_q17_dr24_koi),13.84984283,0.1155,1.48,,0,1.63,1.07,527.956
Kepler-36 b,1,2,Transit,2012,Published Confirmed,13.848,,1.5,3.9,,,1,527.956
Kepler-36 b,1,2,Transit,2012,Published Confirmed,13.849039,,1.582,5.56,,1.63,1.03,527.956
Kepler-36 b,1,2,Transit,2012,Kepler Project Candidate (q1_q17_dr25_sup_koi),13.84984567,,,,,1.66,1.11,527.956
Kepler-36 b,1,2,Transit,2012,Published Confirmed,13.84984283,,1.47,,,1.68,1.15,527.956
Kepler-36 b,1,2,Transit,2012,Published Confirmed,,,1.514,,,1.65,,527.956
Kepler-36 b,1,2,Transit,2012,Kepler Project Candidate (q1_q16_koi),13.84984283,0.1155,1.48,,0,1.63,1.07,527.956
Kepler-36 c,1,2,Transit,2012,Kepler Project Candidate (q1_q16_koi),16.23192004,0.1284,3.94,,0,1.63,1.07,527.956
Kepler-36 c,1,2,Transit,2012,Published Confirmed,16.233,,3.8,7.5,,,1,527.956
Kepler-36 c,1,2,Transit,2012,Published Confirmed,16.2318713,,3.692,9.61,,1.63,1.03,527.956
Kepler-36 c,1,2,Transit,2012,Kepler Project Candidate (q1_q12_koi),16.23192004,0.1284,3.94,,0,1.63,1.07,527.956
Kepler-36 c,1,2,Transit,2012,Kepler Project Candidate (q1_q8_koi),16.230685,0.129,3.44,,0,1.61,1.09,527.956
Kepler-36 c,1,2,Transit,2012,Kepler Project Candidate (q1_q17_dr25_koi),16.23191704,0.1259,3.54,,0,1.58,1.01,527.956
Kepler-36 c,1,2,Transit,2012,Kepler Project Candidate (q1_q17_dr25_sup_koi),16.23191704,,,,,1.66,1.11,527.956
Kepler-36 c,1,2,Transit,2012,Published Confirmed,16.23855,0.1283,3.679,8.08,0.033,1.63,1.07,527.956
Kepler-36 c,1,2,Transit,2012,Published Confirmed,16.23189245,,,,,1.66,1.11,527.956
Kepler-36 c,1,2,Transit,2012,Kepler Project Candidate (q1_q17_dr24_koi),16.23192004,0.1284,3.94,,0,1.63,1.07,527.956
Kepler-36 c,1,2,Transit,2012,Published Confirmed,16.23192004,,4.04,,,1.68,1.15,527.956
Kepler-36 c,1,2,Transit,2012,Published Confirmed,,,3.689,,,1.65,,527.956
Kepler-36 c,1,2,Transit,2012,Published Confirmed,16.21865,,3.679,7.13,0,1.63,1.03,527.956
Kepler-360 b,1,2,Transit,2014,Published Confirmed,3.28970072,,,,,0.92,0.99,876.044
Kepler-360 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),3.28972217,0.0436,1.62,,0,1.03,1.02,876.044
Kepler-360 b,1,2,Transit,2014,Published Confirmed,3.289672,0.044,1.65,,,1.06,,876.044
Kepler-360 b,1,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),3.28972217,0.0436,1.62,,0,1.03,1.02,876.044
Kepler-360 b,1,2,Transit,2014,Kepler Project Candidate (q1_q8_koi),3.289684,0.044,1.74,,0,1.03,1.02,876.044
Kepler-360 b,1,2,Transit,2014,Published Confirmed,,,1.382,,,0.92,,876.044
Kepler-360 b,1,2,Transit,2014,Published Confirmed,3.28972217,,1.4,,,0.92,0.95,876.044
Kepler-360 b,1,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),3.28972217,0.0436,1.62,,0,1.03,1.02,876.044
Kepler-360 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),3.28972632,,,,,0.92,0.99,876.044
Kepler-360 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),3.28972632,0.0424,1.37,,0,0.91,0.94,876.044
Kepler-360 c,1,2,Transit,2014,Published Confirmed,7.18648297,,,,,0.92,0.99,876.044
Kepler-360 c,1,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),7.1864526,0.0735,2.11,,0,1.03,1.02,876.044
Kepler-360 c,1,2,Transit,2014,Kepler Project Candidate (q1_q8_koi),7.186476,0.073,2.5,,0,1.03,1.02,876.044
Kepler-360 c,1,2,Transit,2014,Published Confirmed,7.18645388,,,,,0.92,0.99,876.044
Kepler-360 c,1,2,Transit,2014,Published Confirmed,7.186434,0.075,2.1,,,1.06,,876.044
Kepler-360 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),7.18644594,,,,,0.92,0.99,876.044
Kepler-360 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),7.18644594,0.0714,2.19,,0,0.91,0.94,876.044
Kepler-360 c,1,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),7.1864526,0.0735,2.11,,0,1.03,1.02,876.044
Kepler-360 c,1,2,Transit,2014,Published Confirmed,7.1864526,,1.9,,,0.92,0.95,876.044
Kepler-360 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),7.1864526,0.0735,2.11,,0,1.03,1.02,876.044
Kepler-360 c,1,2,Transit,2014,Published Confirmed,,,2.212,,,0.92,,876.044
Kepler-361 b,1,2,Transit,2014,Published Confirmed,8.48653576,,1.38,,,1.27,1.17,930.32
Kepler-361 b,1,2,Transit,2014,Published Confirmed,,,1.584,,,1.5,,930.32
Kepler-361 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),8.48653576,0.0833,1.29,,0,1.18,1.06,930.32
Kepler-361 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),8.48651582,0.0838,1.34,,0,1.27,1.08,930.32
Kepler-361 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),8.48651582,,,,,1.47,1.19,930.32
Kepler-361 b,1,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),8.48653576,0.0833,1.29,,0,1.18,1.06,930.32
Kepler-361 b,1,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),8.48653576,0.0833,1.29,,0,1.18,1.06,930.32
Kepler-361 b,1,2,Transit,2014,Published Confirmed,8.48642089,,,,,1.47,1.19,930.32
Kepler-361 b,1,2,Transit,2014,Published Confirmed,8.486616,0.086,1.45,,,1.34,,930.32
Kepler-361 b,1,2,Transit,2014,Published Confirmed,8.48642369,,,,,1.47,1.19,930.32
Kepler-361 c,1,2,Transit,2014,Published Confirmed,55.188023,0.3,2.52,,,1.34,,930.32
Kepler-361 c,1,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),55.1866695,0.2903,2.24,,0,1.18,1.06,930.32
Kepler-361 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),55.1866695,0.2903,2.24,,0,1.18,1.06,930.32
Kepler-361 c,1,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),55.1866695,0.2903,2.24,,0,1.18,1.06,930.32
Kepler-361 c,1,2,Transit,2014,Published Confirmed,55.1866241,,,,,1.47,1.19,930.32
Kepler-361 c,1,2,Transit,2014,Published Confirmed,55.1866695,,2.35,,,1.27,1.17,930.32
Kepler-361 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),55.1866213,,,,,1.47,1.19,930.32
Kepler-361 c,1,2,Transit,2014,Kepler Project Candidate (q1_q8_koi),55.18815,0.296,2.55,,0,1.23,1.14,930.32
Kepler-361 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),55.1866213,0.2919,2.47,,0,1.27,1.08,930.32
Kepler-361 c,1,2,Transit,2014,Published Confirmed,,,2.928,,,1.5,,930.32
Kepler-362 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),10.32736351,0.0934,1.25,,0,1.02,1.02,1090.51
Kepler-362 b,1,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),10.32738017,0.0864,0.84,,0,0.73,0.81,1090.51
Kepler-362 b,1,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),10.32738017,0.0864,0.84,,0,0.73,0.81,1090.51
Kepler-362 b,1,2,Transit,2014,Published Confirmed,,,1.741,,,1.42,,1090.51
Kepler-362 b,1,2,Transit,2014,Published Confirmed,10.32732564,,,,,1.28,1.03,1090.51
Kepler-362 b,1,2,Transit,2014,Published Confirmed,10.32738017,,1,,,0.83,0.86,1090.51
Kepler-362 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),10.32736351,,,,,1.28,1.03,1090.51
Kepler-362 b,1,2,Transit,2014,Published Confirmed,10.327186,0.087,0.88,,,0.72,,1090.51
Kepler-362 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),10.32738017,0.0864,0.84,,0,0.73,0.81,1090.51
Kepler-362 c,1,2,Transit,2014,Published Confirmed,,,2.798,,,1.42,,1090.51
Kepler-362 c,1,2,Transit,2014,Published Confirmed,37.86578292,,,,,1.28,1.03,1090.51
Kepler-362 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),37.8658982,0.2054,1.68,,0,0.73,0.81,1090.51
Kepler-362 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),37.8658964,,,,,1.28,1.03,1090.51
Kepler-362 c,1,2,Transit,2014,Published Confirmed,37.86572291,,,,,1.28,1.03,1090.51
Kepler-362 c,1,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),37.8658982,0.2054,1.68,,0,0.73,0.81,1090.51
Kepler-362 c,1,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),37.8658982,0.2054,1.68,,0,0.73,0.81,1090.51
Kepler-362 c,1,2,Transit,2014,Published Confirmed,37.8658982,,1.91,,,0.83,0.86,1090.51
Kepler-362 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),37.8658964,0.2221,2.01,,0,1.02,1.02,1090.51
Kepler-362 c,1,2,Transit,2014,Kepler Project Candidate (q1_q8_koi),37.86589,0.22,1.75,,0,0.89,1,1090.51
Kepler-362 c,1,2,Transit,2014,Published Confirmed,37.866281,0.207,1.45,,,0.72,,1090.51
Kepler-363 b,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),3.61460279,,,,,1.66,0.97,762.596
Kepler-363 b,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),3.61461353,0.0501,1.74,,0,2.13,1.28,762.596
Kepler-363 b,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),3.61460279,0.0487,1.14,,0,1.39,1.17,762.596
Kepler-363 b,1,3,Transit,2014,Kepler Project Candidate (q1_q12_koi),3.61461353,0.0501,1.74,,0,2.13,1.28,762.596
Kepler-363 b,1,3,Transit,2014,Published Confirmed,,,1.323,,,1.61,,762.596
Kepler-363 b,1,3,Transit,2014,Kepler Project Candidate (q1_q8_koi),3.614609,0.047,1.61,,0,1.91,1.07,762.596
Kepler-363 b,1,3,Transit,2014,Kepler Project Candidate (q1_q16_koi),3.61461353,0.0501,1.74,,0,2.13,1.28,762.596
Kepler-363 b,1,3,Transit,2014,Published Confirmed,3.61461353,,1,,,1.29,1.1,762.596
Kepler-363 b,1,3,Transit,2014,Published Confirmed,3.614568,0.048,1.16,,,1.49,,762.596
Kepler-363 b,1,3,Transit,2014,Published Confirmed,3.61457091,,,,,1.66,0.97,762.596
Kepler-363 c,1,3,Transit,2014,Published Confirmed,7.54238364,,,,,1.66,0.97,762.596
Kepler-363 c,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),7.54235832,0.0794,1.59,,0,1.39,1.17,762.596
Kepler-363 c,1,3,Transit,2014,Kepler Project Candidate (q1_q12_koi),7.54233911,0.0819,2.35,,0,2.13,1.28,762.596
Kepler-363 c,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),7.54235832,,,,,1.66,0.97,762.596
Kepler-363 c,1,3,Transit,2014,Published Confirmed,7.54233911,,1.41,,,1.29,1.1,762.596
Kepler-363 c,1,3,Transit,2014,Kepler Project Candidate (q1_q8_koi),7.54236,0.077,2.36,,0,1.91,1.07,762.596
Kepler-363 c,1,3,Transit,2014,Published Confirmed,7.542427,0.079,1.69,,,1.49,,762.596
Kepler-363 c,1,3,Transit,2014,Published Confirmed,7.542,,2.41,66.4,,2.13,1.28,762.596
Kepler-363 c,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),7.54233911,0.0819,2.35,,0,2.13,1.28,762.596
Kepler-363 c,1,3,Transit,2014,Kepler Project Candidate (q1_q16_koi),7.54233911,0.0819,2.35,,0,2.13,1.28,762.596
Kepler-363 c,1,3,Transit,2014,Published Confirmed,,,1.847,,,1.61,,762.596
Kepler-363 d,1,3,Transit,2014,Published Confirmed,11.9320869,,1.83,,,1.29,1.1,762.596
Kepler-363 d,1,3,Transit,2014,Kepler Project Candidate (q1_q8_koi),11.93223,0.105,2.62,,0,1.91,1.07,762.596
Kepler-363 d,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),11.93205399,0.1079,1.83,,0,1.39,1.17,762.596
Kepler-363 d,1,3,Transit,2014,Published Confirmed,11.932,,,,,2.13,1.28,762.596
Kepler-363 d,1,3,Transit,2014,Published Confirmed,11.93207573,,,,,1.66,0.97,762.596
Kepler-363 d,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),11.9320869,0.1111,2.98,,0,2.13,1.28,762.596
Kepler-363 d,1,3,Transit,2014,Kepler Project Candidate (q1_q16_koi),11.9320869,0.1111,2.98,,0,2.13,1.28,762.596
Kepler-363 d,1,3,Transit,2014,Kepler Project Candidate (q1_q12_koi),11.9320869,0.1111,2.98,,0,2.13,1.28,762.596
Kepler-363 d,1,3,Transit,2014,Published Confirmed,,,2.121,,,1.61,,762.596
Kepler-363 d,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),11.93205399,,,,,1.66,0.97,762.596
Kepler-363 d,1,3,Transit,2014,Published Confirmed,11.932125,0.107,2.05,,,1.49,,762.596
Kepler-363 d,1,3,Transit,2014,Published Confirmed,11.93191487,,,,,1.66,0.97,762.596
Kepler-364 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),25.7457957,,,,,1.3,1.19,891.462
Kepler-364 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),25.7457529,0.1812,1.45,,0,1.17,1.2,891.462
Kepler-364 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),25.7457957,0.1768,1.73,,0,1.38,1.11,891.462
Kepler-364 b,1,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),25.7457529,0.1812,1.45,,0,1.17,1.2,891.462
Kepler-364 b,1,2,Transit,2014,Published Confirmed,25.7457529,,1.64,,,1.38,1.19,891.462
Kepler-364 b,1,2,Transit,2014,Published Confirmed,25.74634493,,,,,1.3,1.19,891.462
Kepler-364 b,1,2,Transit,2014,Kepler Project Candidate (q1_q8_koi),25.7461,0.182,1.3,,0,1.17,1.2,891.462
Kepler-364 b,1,2,Transit,2014,Published Confirmed,25.74609259,,,,,1.3,1.19,891.462
Kepler-364 b,1,2,Transit,2014,Published Confirmed,25.745718,0.178,1.55,,,1.28,,891.462
Kepler-364 b,1,2,Transit,2014,Published Confirmed,,,1.648,,,1.32,,891.462
Kepler-364 b,1,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),25.7457529,0.1812,1.45,,0,1.17,1.2,891.462
Kepler-364 c,1,2,Transit,2014,Published Confirmed,59.98190103,,,,,1.3,1.19,891.462
Kepler-364 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),59.9809868,,,,,1.3,1.19,891.462
Kepler-364 c,1,2,Transit,2014,Kepler Project Candidate (q1_q8_koi),59.9802,0.319,2.2,,0,1.17,1.2,891.462
Kepler-364 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),59.9809868,0.3108,2.81,,0,1.38,1.11,891.462
Kepler-364 c,1,2,Transit,2014,Published Confirmed,,,2.675,,,1.32,,891.462
Kepler-364 c,1,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),59.9810586,0.3185,1.99,,0,1.17,1.2,891.462
Kepler-364 c,1,2,Transit,2014,Published Confirmed,59.98067943,,,,,1.3,1.19,891.462
Kepler-364 c,1,2,Transit,2014,Published Confirmed,59.9810586,,2.4,,,1.38,1.19,891.462
Kepler-364 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),59.9810586,0.3185,1.99,,0,1.17,1.2,891.462
Kepler-364 c,1,2,Transit,2014,Published Confirmed,59.980627,0.312,2.15,,,1.28,,891.462
Kepler-364 c,1,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),59.9810586,0.3185,1.99,,0,1.17,1.2,891.462
Kepler-365 b,1,2,Transit,2014,Published Confirmed,10.664903,0.098,2.04,,,1.05,,1038.99
Kepler-365 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),10.66487537,0.0961,1.83,,0,1.03,1.03,1038.99
Kepler-365 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),10.66489514,0.0961,1.76,,0,1.02,1.04,1038.99
Kepler-365 b,1,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),10.66487537,0.0961,1.83,,0,1.03,1.03,1038.99
Kepler-365 b,1,2,Transit,2014,Published Confirmed,10.66487537,,1.79,,,1.03,1.02,1038.99
Kepler-365 b,1,2,Transit,2014,Kepler Project Candidate (q1_q8_koi),10.664829,0.095,1.95,,0,1.01,1,1038.99
Kepler-365 b,1,2,Transit,2014,Published Confirmed,10.6648896,,,,,,,1038.99
Kepler-365 b,1,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),10.66487537,0.0961,1.83,,0,1.03,1.03,1038.99
Kepler-365 b,1,2,Transit,2014,Published Confirmed,10.66489164,,,,,,,1038.99
Kepler-365 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),10.66489514,,,,,,,1038.99
Kepler-365 c,1,2,Transit,2014,Published Confirmed,17.7835598,,1.55,,,1.03,1.02,1038.99
Kepler-365 c,1,2,Transit,2014,Published Confirmed,17.78400202,,,,,,,1038.99
Kepler-365 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),17.7838298,,,,,,,1038.99
Kepler-365 c,1,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),17.7835598,0.1351,1.63,,0,1.03,1.03,1038.99
Kepler-365 c,1,2,Transit,2014,Published Confirmed,17.784129,0.137,1.64,,,1.05,,1038.99
Kepler-365 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),17.7835598,0.1351,1.63,,0,1.03,1.03,1038.99
Kepler-365 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),17.7838298,0.1351,1.6,,0,1.02,1.04,1038.99
Kepler-365 c,1,2,Transit,2014,Published Confirmed,17.7833125,,,,,,,1038.99
Kepler-365 c,1,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),17.7835598,0.1351,1.63,,0,1.03,1.03,1038.99
Kepler-366 b,1,2,Transit,2014,Kepler Project Candidate (q1_q8_koi),3.281895,0.045,1.37,,0,1.01,1.1,1856.28
Kepler-366 b,1,2,Transit,2014,Published Confirmed,3.28192091,,1.58,,,1.11,1.07,1856.28
Kepler-366 b,1,2,Transit,2014,Published Confirmed,3.28191397,,,,,1.82,1.09,1856.28
Kepler-366 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),3.28192091,0.0446,1.48,,0,1.03,1.09,1856.28
Kepler-366 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),3.28192056,,,,,1.82,1.09,1856.28
Kepler-366 b,1,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),3.28192091,0.0446,1.48,,0,1.03,1.09,1856.28
Kepler-366 b,1,2,Transit,2014,Published Confirmed,3.281959,0.045,1.46,,,1.05,,1856.28
Kepler-366 b,1,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),3.28192091,0.0446,1.48,,0,1.03,1.09,1856.28
Kepler-366 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),3.28192056,0.0442,1.6,,0,1.16,1.06,1856.28
Kepler-366 b,1,2,Transit,2014,Published Confirmed,,,2.496,,,1.81,,1856.28
Kepler-366 c,1,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),12.51618164,0.1089,1.79,,0,1.03,1.09,1856.28
Kepler-366 c,1,2,Transit,2014,Published Confirmed,,,2.912,,,1.81,,1856.28
Kepler-366 c,1,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),12.51618164,0.1089,1.79,,0,1.03,1.09,1856.28
Kepler-366 c,1,2,Transit,2014,Kepler Project Candidate (q1_q8_koi),12.51625,0.109,1.7,,0,1.01,1.1,1856.28
Kepler-366 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),12.51610549,,,,,1.82,1.09,1856.28
Kepler-366 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),12.51618164,0.1089,1.79,,0,1.03,1.09,1856.28
Kepler-366 c,1,2,Transit,2014,Published Confirmed,12.51616,0.11,1.79,,,1.05,,1856.28
Kepler-366 c,1,2,Transit,2014,Published Confirmed,12.51613908,,,,,1.82,1.09,1856.28
Kepler-366 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),12.51610549,0.1078,1.87,,0,1.16,1.06,1856.28
Kepler-366 c,1,2,Transit,2014,Published Confirmed,12.51609488,,,,,1.82,1.09,1856.28
Kepler-366 c,1,2,Transit,2014,Published Confirmed,12.51618164,,1.95,,,1.11,1.07,1856.28
Kepler-367 b,1,2,Transit,2014,Published Confirmed,37.815724,0.201,1.3,,,0.69,,188.027
